baseline,4.147078275680542
baseline,3.996979236602783
baseline,3.9928009510040283
baseline,3.9483840465545654
baseline,3.932715892791748
baseline,4.0373358726501465
baseline,3.9443697929382324
baseline,3.909764051437378
baseline,3.903857946395874
baseline,3.940901041030884
baseline-avg,3.975418710708618
hexo-symbols-count-time,4.212593078613281
hexo-symbols-count-time,4.135958909988403
hexo-symbols-count-time,4.1599509716033936
hexo-symbols-count-time,4.168623924255371
hexo-symbols-count-time,4.203361988067627
hexo-symbols-count-time,4.133588075637817
hexo-symbols-count-time,4.041146755218506
hexo-symbols-count-time,4.184453010559082
hexo-symbols-count-time,4.1249589920043945
hexo-symbols-count-time,4.24623703956604
hexo-symbols-count-time-avg,4.161087274551392
hexo-reading-time,4.93655800819397
hexo-reading-time,4.9539289474487305
hexo-reading-time,4.966806173324585
hexo-reading-time,4.939779996871948
hexo-reading-time,5.270411014556885
hexo-reading-time,5.070043087005615
hexo-reading-time,5.069236993789673
hexo-reading-time,4.871455192565918
hexo-reading-time,4.886203765869141
hexo-reading-time,4.924124240875244
hexo-reading-time-avg,4.9888547420501705
hexo-wordcount,4.050289154052734
hexo-wordcount,4.0298051834106445
hexo-wordcount,3.9746859073638916
hexo-wordcount,4.11166524887085
hexo-wordcount,4.1328089237213135
hexo-wordcount,4.121671199798584
hexo-wordcount,4.26410698890686
hexo-wordcount,4.114217042922974
hexo-wordcount,4.129572153091431
hexo-wordcount,4.21302604675293
hexo-wordcount-avg,4.114184784889221
hexo-word-counter,3.3507628440856934
hexo-word-counter,3.3009798526763916
hexo-word-counter,3.3201358318328857
hexo-word-counter,3.422380208969116
hexo-word-counter,3.3961851596832275
hexo-word-counter,3.368924856185913
hexo-word-counter,3.502531051635742
hexo-word-counter,3.5423319339752197
hexo-word-counter,3.41430401802063
hexo-word-counter,3.350719928741455
hexo-word-counter-avg,3.3969255685806274
